sk_ocupacao;cd_ocupacao;ds_ocupacao;dt_carga
927;314810;inspetor de fabricação;2025-09-30 00:47:30
928;314815;inspetor de ensaios não destrutivos;2025-09-30 00:47:30
929;314825;inspetor de dutos;2025-09-30 00:47:30
930;314830;inspetor de controle dimensional;2025-09-30 00:47:30
931;314835;inspetor de pintura;2025-09-30 00:47:30
932;314840;inspetor de manutenção;2025-09-30 00:47:30
933;314845;inspetor de soldagem;2025-09-30 00:47:30
934;316105;técnico em geofísica;2025-09-30 00:47:30
935;316110;técnico em geologia;2025-09-30 00:47:30
936;316115;técnico em geoquímica;2025-09-30 00:47:30
937;316120;técnico em geotecnia;2025-09-30 00:47:30
938;316305;técnico de mineração;2025-09-30 00:47:30
939;316310;técnico de mineração (óleo e petróleo);2025-09-30 00:47:30
940;316315;técnico em processamento mineral (exceto petróleo);2025-09-30 00:47:30
941;316320;técnico em pesquisa mineral;2025-09-30 00:47:30
942;316325;técnico de produção em refino de petróleo;2025-09-30 00:47:30
943;316330;técnico em planejamento de lavra de minas;2025-09-30 00:47:30
944;316335;desincrustador (poços de petróleo);2025-09-30 00:47:30
945;316340;cimentador (poços de petróleo);2025-09-30 00:47:30
946;317105;desenvolvedor web (técnico);2025-09-30 00:47:30
947;317110;desenvolvedor de sistemas de tecnologia da informação (técnico);2025-09-30 00:47:30
948;317115;programador de máquinas - ferramenta com comando numérico;2025-09-30 00:47:30
949;317120;desenvolvedor de multimídia;2025-09-30 00:47:30
950;317205;operador de computador;2025-09-30 00:47:30
951;317210;técnico de suporte ao usuário de tecnologia da informação;2025-09-30 00:47:30
952;318005;desenhista técnico;2025-09-30 00:47:30
953;318010;desenhista copista;2025-09-30 00:47:30
954;318015;desenhista detalhista;2025-09-30 00:47:30
955;318105;desenhista técnico (arquitetura);2025-09-30 00:47:30
956;318110;desenhista técnico (cartografia);2025-09-30 00:47:30
957;318115;desenhista técnico (construção civil);2025-09-30 00:47:30
958;318120;desenhista técnico (instalações hidrossanitárias);2025-09-30 00:47:30
959;318205;desenhista técnico mecânico;2025-09-30 00:47:30
960;318210;desenhista técnico aeronáutico;2025-09-30 00:47:30
961;318215;desenhista técnico naval;2025-09-30 00:47:30
962;318305;desenhista técnico (eletricidade e eletrônica);2025-09-30 00:47:30
963;318310;desenhista técnico (calefação, ventilação e refrigeração);2025-09-30 00:47:30
964;318405;desenhista técnico (artes gráficas);2025-09-30 00:47:30
965;318410;desenhista técnico (ilustrações artísticas);2025-09-30 00:47:30
966;318415;desenhista técnico (ilustrações técnicas);2025-09-30 00:47:30
967;318420;desenhista técnico (indústria têxtil);2025-09-30 00:47:30
968;318425;desenhista técnico (mobiliário);2025-09-30 00:47:30
969;318430;desenhista técnico de embalagens, maquetes e leiautes;2025-09-30 00:47:30
970;318505;desenhista projetista de arquitetura;2025-09-30 00:47:30
971;318510;desenhista projetista de construção civil;2025-09-30 00:47:30
972;318605;desenhista projetista de máquinas;2025-09-30 00:47:30
973;318610;desenhista projetista mecânico;2025-09-30 00:47:30
974;318705;desenhista projetista de eletricidade;2025-09-30 00:47:30
975;318710;desenhista projetista eletrônico;2025-09-30 00:47:30
976;318805;projetista de móveis;2025-09-30 00:47:30
977;318810;modelista de roupas;2025-09-30 00:47:30
978;318815;modelista de calçados;2025-09-30 00:47:30
979;319105;técnico em calçados e artefatos de couro;2025-09-30 00:47:30
980;319110;técnico em confecções do vestuário;2025-09-30 00:47:30
981;319205;técnico do mobiliário;2025-09-30 00:47:30
982;320105;técnico em bioterismo;2025-09-30 00:47:30
983;320110;técnico em histologia;2025-09-30 00:47:30
984;321105;técnico agrícola;2025-09-30 00:47:30
985;321110;técnico agropecuário;2025-09-30 00:47:30
986;321205;técnico em madeira;2025-09-30 00:47:30
987;321210;técnico florestal;2025-09-30 00:47:30
988;321305;técnico em piscicultura;2025-09-30 00:47:30
989;321310;técnico em carcinicultura;2025-09-30 00:47:30
990;321315;técnico em mitilicultura;2025-09-30 00:47:30
991;321320;técnico em ranicultura;2025-09-30 00:47:30
992;322105;técnico em acupuntura;2025-09-30 00:47:30
993;322110;podólogo;2025-09-30 00:47:30
994;322115;técnico em quiropraxia;2025-09-30 00:47:30
995;322120;massoterapeuta;2025-09-30 00:47:30
996;322125;terapeuta holístico;2025-09-30 00:47:30
997;322130;esteticista;2025-09-30 00:47:30
998;322135;doula;2025-09-30 00:47:30
999;322140;instrutor de pilates;2025-09-30 00:47:30
1000;322205;técnico de enfermagem;2025-09-30 00:47:30
1001;322210;técnico de enfermagem de terapia intensiva;2025-09-30 00:47:30
1002;322215;técnico de enfermagem do trabalho;2025-09-30 00:47:30
1003;322220;técnico de enfermagem psiquiátrica;2025-09-30 00:47:30
1004;322225;instrumentador cirúrgico;2025-09-30 00:47:30
1005;322230;auxiliar de enfermagem;2025-09-30 00:47:30
1006;322235;auxiliar de enfermagem do trabalho;2025-09-30 00:47:30
1007;322240;auxiliar de saúde (navegação marítima);2025-09-30 00:47:30
1008;322245;técnico de enfermagem da estratégia de saúde da família;2025-09-30 00:47:30
1009;322250;auxiliar de enfermagem da estratégia de saúde da família;2025-09-30 00:47:30
1010;322255;técnico em agente comunitário de saúde;2025-09-30 00:47:30
1011;322305;técnico em óptica e optometria;2025-09-30 00:47:30
1012;322405;técnico em saúde bucal;2025-09-30 00:47:30
1013;322410;protético dentário;2025-09-30 00:47:30
1014;322415;auxiliar em saúde bucal;2025-09-30 00:47:30
1015;322420;auxiliar de prótese dentária;2025-09-30 00:47:30
1016;322425;técnico em saúde bucal da estratégia de saúde da família;2025-09-30 00:47:30
1017;322430;auxiliar em saúde bucal da estratégia de saúde da família;2025-09-30 00:47:30
1018;322505;técnico de ortopedia;2025-09-30 00:47:30
1019;322605;técnico de imobilização ortopédica;2025-09-30 00:47:30
1020;323105;técnico em pecuária;2025-09-30 00:47:30
1021;324105;técnico em métodos eletrográficos em encefalografia;2025-09-30 00:47:30
1022;324110;técnico em métodos gráficos em cardiologia;2025-09-30 00:47:30
1023;324115;técnico em radiologia e imagenologia;2025-09-30 00:47:30
1024;324120;tecnólogo em radiologia;2025-09-30 00:47:30
1025;324125;tecnólogo oftálmico;2025-09-30 00:47:30
1026;324130;técnico em espirometria;2025-09-30 00:47:30
1027;324135;técnico em polissonografia;2025-09-30 00:47:30
1028;324140;dosimetrista clínico;2025-09-30 00:47:30
1029;324205;técnico em patologia clínica;2025-09-30 00:47:30
1030;324215;citotécnico;2025-09-30 00:47:30
1031;324220;técnico em hemoterapia;2025-09-30 00:47:30
1032;325005;enólogo;2025-09-30 00:47:30
1033;325010;aromista;2025-09-30 00:47:30
1034;325015;perfumista;2025-09-30 00:47:30
1035;325105;auxiliar técnico em laboratório de farmácia;2025-09-30 00:47:30
1036;325110;técnico em laboratório de farmácia;2025-09-30 00:47:30
1037;325115;técnico em farmácia;2025-09-30 00:47:30
1038;325205;técnico de alimentos;2025-09-30 00:47:30
1039;325210;técnico em nutrição e dietética;2025-09-30 00:47:30
1040;325305;técnico em biotecnologia;2025-09-30 00:47:30
1041;325310;técnico em imunobiológicos;2025-09-30 00:47:30
1042;328105;embalsamador;2025-09-30 00:47:30
1043;328110;taxidermista;2025-09-30 00:47:30
1044;331105;professor de nível médio na educação infantil;2025-09-30 00:47:30
1045;331110;auxiliar de desenvolvimento infantil;2025-09-30 00:47:30
1046;331205;professor de nível médio no ensino fundamental;2025-09-30 00:47:30
1047;331305;professor de nível médio no ensino profissionalizante;2025-09-30 00:47:30
1048;332105;professor leigo no ensino fundamental;2025-09-30 00:47:30
1049;332205;professor prático no ensino profissionalizante;2025-09-30 00:47:30
1050;333105;instrutor de auto-escola;2025-09-30 00:47:30
1051;333110;instrutor de cursos livres;2025-09-30 00:47:30
1052;333115;professores de cursos livres;2025-09-30 00:47:30
1053;334105;inspetor de alunos de escola privada;2025-09-30 00:47:30
1054;334110;inspetor de alunos de escola pública;2025-09-30 00:47:30
1055;334115;monitor de transporte escolar;2025-09-30 00:47:30
1056;341105;piloto comercial (exceto linhas aéreas);2025-09-30 00:47:30
1057;341110;piloto comercial de helicóptero (exceto linhas aéreas);2025-09-30 00:47:30
1058;341115;mecânico de vôo;2025-09-30 00:47:30
1059;341120;piloto agrícola;2025-09-30 00:47:30
1060;341205;contramestre de cabotagem;2025-09-30 00:47:30
1061;341210;mestre de cabotagem;2025-09-30 00:47:30
1062;341215;mestre fluvial;2025-09-30 00:47:30
1063;341220;patrão de pesca de alto-mar;2025-09-30 00:47:30
1064;341225;patrão de pesca na navegação interior;2025-09-30 00:47:30
1065;341230;piloto fluvial;2025-09-30 00:47:30
1066;341235;técnico em sinalização náutica;2025-09-30 00:47:30
1067;341240;técnicos em manobras em equipamentos de convés;2025-09-30 00:47:30
1068;341245;técnico em sinais navais;2025-09-30 00:47:30
1069;341250;auxiliar técnico de sinalização nautica;2025-09-30 00:47:30
1070;341305;condutor maquinista motorista fluvial;2025-09-30 00:47:30
1071;341310;condutor de máquinas;2025-09-30 00:47:30
1072;341315;eletricista de bordo;2025-09-30 00:47:30
1073;341320;condutor de máquinas (bombeador);2025-09-30 00:47:30
1074;341325;condutor de máquinas (mecânico);2025-09-30 00:47:30
1075;342105;analista de transporte em comércio exterior;2025-09-30 00:47:30
1076;342110;operador de transporte multimodal;2025-09-30 00:47:30
1077;342115;controlador de serviços de máquinas e veículos;2025-09-30 00:47:30
1078;342120;afretador;2025-09-30 00:47:30
1079;342125;tecnólogo em logística de transporte;2025-09-30 00:47:30
1080;342205;ajudante de despachante aduaneiro;2025-09-30 00:47:30
1081;342210;despachante aduaneiro;2025-09-30 00:47:30
1082;342215;analista de desembaraço aduaneiro;2025-09-30 00:47:30
1083;342305;chefe de serviço de transporte rodoviário (passageiros e cargas);2025-09-30 00:47:30
1084;342310;inspetor de serviços de transportes rodoviários (passageiros e cargas);2025-09-30 00:47:30
1085;342315;supervisor de carga e descarga;2025-09-30 00:47:30
1086;342405;agente de estação (ferrovia e metrô);2025-09-30 00:47:30
1087;342410;operador de centro de controle (ferrovia e metrô);2025-09-30 00:47:30
1088;342505;controlador de tráfego aéreo;2025-09-30 00:47:30
1089;342510;despachante operacional de vôo;2025-09-30 00:47:30
1090;342515;fiscal de aviação civil (fac);2025-09-30 00:47:30
1091;342530;inspetor de aviação civil;2025-09-30 00:47:30
1092;342535;operador de atendimento aeroviário;2025-09-30 00:47:30
1093;342540;supervisor da administração de aeroportos;2025-09-30 00:47:30
1094;342545;supervisor de empresa aérea em aeroportos;2025-09-30 00:47:30
1095;342550;agente de proteção de aviação civil;2025-09-30 00:47:30
1096;342555;fiscal de pista de aeroporto;2025-09-30 00:47:30
1097;342560;operador de rampa ( transporte aéreo);2025-09-30 00:47:30
1098;342605;chefe de estação portuária;2025-09-30 00:47:30
1099;342610;supervisor de operações portuárias;2025-09-30 00:47:30
1100;351105;técnico de contabilidade;2025-09-30 00:47:30
1101;351110;chefe de contabilidade (técnico);2025-09-30 00:47:30
1102;351115;consultor contábil (técnico);2025-09-30 00:47:30
1103;351305;técnico em administração;2025-09-30 00:47:30
1104;351310;técnico em administração de comércio exterior;2025-09-30 00:47:30
1105;351315;agente de recrutamento e seleção;2025-09-30 00:47:30
1106;351405;escrevente;2025-09-30 00:47:30
1107;351410;escrivão judicial;2025-09-30 00:47:30
1108;351415;escrivão extra - judicial;2025-09-30 00:47:30
1109;351420;escrivão de polícia;2025-09-30 00:47:30
1110;351425;oficial de justiça;2025-09-30 00:47:30
1111;351430;auxiliar de serviços jurídicos;2025-09-30 00:47:30
1112;351435;mediador de conflitos;2025-09-30 00:47:30
1113;351440;árbitro extrajudicial;2025-09-30 00:47:30
1114;351505;técnico em secretariado;2025-09-30 00:47:30
1115;351510;taquígrafo;2025-09-30 00:47:30
1116;351515;estenotipista;2025-09-30 00:47:30
1117;351605;técnico em segurança do trabalho;2025-09-30 00:47:30
1118;351610;técnico em higiene ocupacional;2025-09-30 00:47:30
1119;351705;analista de seguros (técnico);2025-09-30 00:47:30
1120;351710;analista de sinistros;2025-09-30 00:47:30
1121;351715;assistente comercial de seguros;2025-09-30 00:47:30
1122;351720;assistente técnico de seguros;2025-09-30 00:47:30
1123;351725;inspetor de risco;2025-09-30 00:47:30
1124;351730;inspetor de sinistros;2025-09-30 00:47:30
1125;351735;técnico de resseguros;2025-09-30 00:47:30
1126;351740;técnico de seguros;2025-09-30 00:47:30
1127;351805;detetive profissional;2025-09-30 00:47:30
1128;351810;investigador de polícia;2025-09-30 00:47:30
1129;351815;papiloscopista policial;2025-09-30 00:47:30
1130;351905;agente de inteligência;2025-09-30 00:47:30
1131;351910;agente técnico de inteligência;2025-09-30 00:47:30
1132;352205;agente de defesa ambiental;2025-09-30 00:47:30
1133;352210;agente de saúde pública;2025-09-30 00:47:30
1134;352305;metrologista;2025-09-30 00:47:30
1135;352310;agente fiscal de qualidade;2025-09-30 00:47:30
1136;352315;agente fiscal metrológico;2025-09-30 00:47:30
1137;352320;agente fiscal têxtil;2025-09-30 00:47:30
1138;352405;agente de direitos autorais;2025-09-30 00:47:30
1139;352410;avaliador de produtos dos meios de comunicação;2025-09-30 00:47:30
1140;352420;técnico em direitos autorais;2025-09-30 00:47:30
1141;353205;técnico de operações e serviços bancários - câmbio;2025-09-30 00:47:30
1142;353210;técnico de operações e serviços bancários - crédito imobiliário;2025-09-30 00:47:30
1143;353215;técnico de operações e serviços bancários - crédito rural;2025-09-30 00:47:30
1144;353220;técnico de operações e serviços bancários - leasing;2025-09-30 00:47:30
1145;353225;técnico de operações e serviços bancários - renda fixa e variável;2025-09-30 00:47:30
1146;353230;tesoureiro de banco;2025-09-30 00:47:30
1147;353235;chefe de serviços bancários;2025-09-30 00:47:30
1148;354120;agente de vendas de serviços;2025-09-30 00:47:30
1149;354125;assistente de vendas;2025-09-30 00:47:30
1150;354130;promotor de vendas especializado;2025-09-30 00:47:30
1151;354135;técnico de vendas;2025-09-30 00:47:30
1152;354140;técnico em atendimento e vendas;2025-09-30 00:47:30
1153;354145;vendedor pracista;2025-09-30 00:47:30
1154;354150;propagandista de produtos famacêuticos;2025-09-30 00:47:30
1155;354205;comprador;2025-09-30 00:47:30
1156;354210;supervisor de compras;2025-09-30 00:47:30
1157;354305;analista de exportação e importação;2025-09-30 00:47:30
1158;354405;leiloeiro;2025-09-30 00:47:30
1159;354410;avaliador de imóveis;2025-09-30 00:47:30
1160;354415;avaliador de bens móveis;2025-09-30 00:47:30
1161;354505;corretor de seguros;2025-09-30 00:47:30
1162;354605;corretor de imóveis;2025-09-30 00:47:30
1163;354610;corretor de grãos;2025-09-30 00:47:30
1164;354705;representante comercial autônomo;2025-09-30 00:47:30
1165;354805;técnico em turismo;2025-09-30 00:47:30
1166;354810;operador de turismo;2025-09-30 00:47:30
1167;354815;agente de viagem;2025-09-30 00:47:30
1168;354820;organizador de evento;2025-09-30 00:47:30
1169;354825;cerimonialista;2025-09-30 00:47:30
1170;371105;auxiliar de biblioteca;2025-09-30 00:47:30
1171;371110;técnico em biblioteconomia;2025-09-30 00:47:30
1172;371205;colecionador de selos e moedas;2025-09-30 00:47:30
1173;371210;técnico em museologia;2025-09-30 00:47:30
1174;371305;técnico em programação visual;2025-09-30 00:47:30
1175;371310;técnico gráfico;2025-09-30 00:47:30
1176;371405;recreador de acantonamento;2025-09-30 00:47:30
1177;371410;recreador;2025-09-30 00:47:30
1178;372105;diretor de fotografia;2025-09-30 00:47:30
1179;372110;iluminador (televisão);2025-09-30 00:47:30
1180;372115;operador de câmera de televisão;2025-09-30 00:47:30
1181;372205;operador de rede de teleprocessamento;2025-09-30 00:47:30
1182;372210;radiotelegrafista;2025-09-30 00:47:30
1183;373105;operador de mídia audiovisual;2025-09-30 00:47:30
1184;373130;técnico de sistemas audiovisuais;2025-09-30 00:47:30
1185;373135;operador de controle mestre;2025-09-30 00:47:30
1186;373140;coordenador de programação;2025-09-30 00:47:30
1187;373145;assistente de operações audiovisuais;2025-09-30 00:47:30
1188;373220;supervisor técnico operacional de sistemas de televisão e produtoras de vídeo;2025-09-30 00:47:30
1189;373225;supervisor de operações (mídias audiovisuais);2025-09-30 00:47:30
1190;373230;supervisor técnico (mídias audiovisuais);2025-09-30 00:47:30
1191;374105;técnico em gravação de áudio;2025-09-30 00:47:30
1192;374110;técnico em instalação de equipamentos de áudio;2025-09-30 00:47:30
1193;374115;técnico em masterização de áudio;2025-09-30 00:47:30
1194;374120;projetista de som;2025-09-30 00:47:30
1195;374125;técnico em sonorização;2025-09-30 00:47:30
1196;374130;técnico em mixagem de áudio;2025-09-30 00:47:30
1197;374135;projetista de sistemas de áudio;2025-09-30 00:47:30
1198;374140;microfonista;2025-09-30 00:47:30
1199;374145;dj (disc jockey);2025-09-30 00:47:30
1200;374150;sonoplasta;2025-09-30 00:47:30
1201;374155;analista musical;2025-09-30 00:47:30
1202;374205;cenotécnico (cinema, vídeo, televisão, teatro e espetáculos);2025-09-30 00:47:30
1203;374210;maquinista de cinema e vídeo;2025-09-30 00:47:30
1204;374215;maquinista de teatro e espetáculos;2025-09-30 00:47:30
1205;374305;operador de projetor cinematográfico;2025-09-30 00:47:30
1206;374310;operador-mantenedor de projetor cinematográfico;2025-09-30 00:47:30
1207;374405;editor de mídia audiovisual;2025-09-30 00:47:30
1208;374410;finalizador de filmes;2025-09-30 00:47:30
1209;374415;finalizador de vídeo;2025-09-30 00:47:30
1210;374420;montador de filmes;2025-09-30 00:47:30
1211;374425;diretor de imagens (tv);2025-09-30 00:47:30
1212;375105;designer de interiores;2025-09-30 00:47:30
1213;375110;designer de vitrines;2025-09-30 00:47:30
1214;375115;visual merchandiser;2025-09-30 00:47:30
1215;375120;decorador de eventos;2025-09-30 00:47:30
1216;375125;produtor de moda;2025-09-30 00:47:30
1217;375130;profissional de organização (personal organizer);2025-09-30 00:47:30
1218;376105;dançarino tradicional;2025-09-30 00:47:30
1219;376110;dançarino popular;2025-09-30 00:47:30
1220;376205;acrobata;2025-09-30 00:47:30
1221;376210;artista aéreo;2025-09-30 00:47:30
1222;376215;artista de circo (outros);2025-09-30 00:47:30
1223;376220;contorcionista;2025-09-30 00:47:30
1224;376225;domador de animais (circense);2025-09-30 00:47:30
1225;376230;equilibrista;2025-09-30 00:47:30
1226;376235;mágico;2025-09-30 00:47:30
1227;376240;malabarista;2025-09-30 00:47:30
1228;376245;palhaço;2025-09-30 00:47:30
1229;376250;titeriteiro;2025-09-30 00:47:30
1230;376255;trapezista;2025-09-30 00:47:30
1231;376305;apresentador de eventos;2025-09-30 00:47:30
1232;376310;apresentador de festas populares;2025-09-30 00:47:30
1233;376315;apresentador de programas de rádio;2025-09-30 00:47:30
1234;376320;apresentador de programas de televisão;2025-09-30 00:47:30
1235;376325;apresentador de circo;2025-09-30 00:47:30
1236;376330;mestre de cerimonias;2025-09-30 00:47:30
1237;376405;modelo artístico;2025-09-30 00:47:30
1238;376410;modelo de modas;2025-09-30 00:47:30
1239;376415;modelo publicitário;2025-09-30 00:47:30
1240;377105;atleta profissional (outras modalidades);2025-09-30 00:47:30
1241;377110;atleta profissional de futebol;2025-09-30 00:47:30
1242;377115;atleta profissional de golfe;2025-09-30 00:47:30
1243;377120;atleta profissional de luta;2025-09-30 00:47:30
1244;377125;atleta profissional de tênis;2025-09-30 00:47:30
1245;377130;jóquei;2025-09-30 00:47:30
1246;377135;piloto de competição automobilística;2025-09-30 00:47:30
1247;377140;profissional de atletismo;2025-09-30 00:47:30
1248;377145;pugilista;2025-09-30 00:47:30
1249;377205;árbitro desportivo;2025-09-30 00:47:30
1250;377210;árbitro de atletismo;2025-09-30 00:47:30
1251;377215;árbitro de basquete;2025-09-30 00:47:30
1252;377220;árbitro de futebol;2025-09-30 00:47:30
1253;377225;árbitro de futebol de salão;2025-09-30 00:47:30
1254;377230;árbitro de judô;2025-09-30 00:47:30
1255;377235;árbitro de karatê;2025-09-30 00:47:30
1256;377240;árbitro de poló aquático;2025-09-30 00:47:30
1257;377245;árbitro de vôlei;2025-09-30 00:47:30
1258;391105;cronoanalista;2025-09-30 00:47:30
1259;391110;cronometrista;2025-09-30 00:47:30
1260;391115;controlador de entrada e saída;2025-09-30 00:47:30
1261;391120;planejista;2025-09-30 00:47:30
1262;391125;técnico de planejamento de produção;2025-09-30 00:47:30
1263;391130;técnico de planejamento e programação da manutenção;2025-09-30 00:47:30
1264;391135;técnico de matéria-prima e material;2025-09-30 00:47:30
1265;391140;analista de manutenção (equipamentos aéreos);2025-09-30 00:47:30
1266;391145;analista de planejamento de manutenção;2025-09-30 00:47:30
1267;391205;inspetor de qualidade;2025-09-30 00:47:30
1268;391210;técnico de garantia da qualidade;2025-09-30 00:47:30
1269;391215;operador de inspeção de qualidade;2025-09-30 00:47:30
1270;391220;técnico de painel de controle;2025-09-30 00:47:30
1271;391225;escolhedor de papel;2025-09-30 00:47:30
1272;391230;técnico operacional de serviços de correios;2025-09-30 00:47:30
1273;395105;técnico de apoio em pesquisa e desenvolvimento (exceto agropecuário e florestal);2025-09-30 00:47:30
1274;395110;técnico de apoio em pesquisa e desenvolvimento agropecuário florestal;2025-09-30 00:47:30
1275;410105;supervisor administrativo;2025-09-30 00:47:30
1276;410205;supervisor de almoxarifado;2025-09-30 00:47:30
1277;410210;supervisor de câmbio;2025-09-30 00:47:30
1278;410215;supervisor de contas a pagar;2025-09-30 00:47:30
1279;410220;supervisor de controle patrimonial;2025-09-30 00:47:30
1280;410225;supervisor de crédito e cobrança;2025-09-30 00:47:30
1281;410230;supervisor de orçamento;2025-09-30 00:47:30
1282;410235;supervisor de tesouraria;2025-09-30 00:47:30
1283;410240;supervisor de logística;2025-09-30 00:47:30
1284;411005;auxiliar de escritório;2025-09-30 00:47:30
1285;411010;assistente administrativo;2025-09-30 00:47:30
1286;411015;atendente de judiciário;2025-09-30 00:47:30
1287;411020;auxiliar de judiciário;2025-09-30 00:47:30
1288;411025;auxiliar de cartório;2025-09-30 00:47:30
1289;411030;auxiliar de pessoal;2025-09-30 00:47:30
1290;411035;auxiliar de estatística;2025-09-30 00:47:30
1291;411040;auxiliar de seguros;2025-09-30 00:47:30
1292;411045;auxiliar de serviços de importação e exportação;2025-09-30 00:47:30
1293;411050;agente de microcrédito;2025-09-30 00:47:30
1294;411055;captador de recursos;2025-09-30 00:47:30
1295;412105;datilógrafo;2025-09-30 00:47:30
1296;412110;digitador;2025-09-30 00:47:30
1297;412115;operador de mensagens de telecomunicações (correios);2025-09-30 00:47:30
1298;412120;supervisor de digitação e operação;2025-09-30 00:47:30
1299;412205;contínuo;2025-09-30 00:47:30
1300;413105;analista de folha de pagamento;2025-09-30 00:47:30
1301;413110;auxiliar de contabilidade;2025-09-30 00:47:30
1302;413115;auxiliar de faturamento;2025-09-30 00:47:30
1303;413205;atendente de agência;2025-09-30 00:47:30
1304;413210;caixa de banco;2025-09-30 00:47:30
1305;413215;compensador de banco;2025-09-30 00:47:30
1306;413220;conferente de serviços bancários;2025-09-30 00:47:30
1307;413225;escriturário de banco;2025-09-30 00:47:30
1308;413230;operador de cobrança bancária;2025-09-30 00:47:30
1309;414105;almoxarife;2025-09-30 00:47:30
1310;414110;armazenista;2025-09-30 00:47:30
1311;414115;balanceiro;2025-09-30 00:47:30
1312;414120;conferente mercadoria (exceto carga e descarga);2025-09-30 00:47:30
1313;414125;estoquista;2025-09-30 00:47:30
1314;414135;expedidor de mercadorias;2025-09-30 00:47:30
1315;414140;auxiliar de logistica;2025-09-30 00:47:30
1316;414205;apontador de mão-de-obra;2025-09-30 00:47:30
1317;414210;apontador de produção;2025-09-30 00:47:30
1318;414215;conferente de carga e descarga;2025-09-30 00:47:30
1319;415105;arquivista de documentos;2025-09-30 00:47:30
1320;415115;codificador de dados;2025-09-30 00:47:30
1321;415120;fitotecário;2025-09-30 00:47:30
1322;415125;kardexista;2025-09-30 00:47:30
1323;415130;operador de máquina copiadora (exceto operador de gráfica rápida);2025-09-30 00:47:30
1324;415205;carteiro;2025-09-30 00:47:30
1325;415210;operador de triagem e transbordo;2025-09-30 00:47:30
1326;415215;entregador de publicações;2025-09-30 00:47:30
1327;415305;registrador de câncer;2025-09-30 00:47:30
1328;415310;analista de informação em saúde;2025-09-30 00:47:30
1329;420105;supervisor de caixas e bilheteiros (exceto caixa de banco);2025-09-30 00:47:30
1330;420110;supervisor de cobrança;2025-09-30 00:47:30
1331;420115;supervisor de coletadores de apostas e de jogos;2025-09-30 00:47:30
1332;420120;supervisor de entrevistadores e recenseadores;2025-09-30 00:47:30
1333;420125;supervisor de recepcionistas;2025-09-30 00:47:30
1334;420130;supervisor de telefonistas;2025-09-30 00:47:30
1335;420135;supervisor de telemarketing e atendimento;2025-09-30 00:47:30
1336;421105;atendente comercial (agência postal);2025-09-30 00:47:30
1337;421110;bilheteiro de transportes coletivos;2025-09-30 00:47:30
1338;421115;bilheteiro no serviço de diversões;2025-09-30 00:47:30
1339;421120;emissor de passagens;2025-09-30 00:47:30
1340;421125;operador de caixa;2025-09-30 00:47:30
1341;421205;recebedor de apostas (loteria);2025-09-30 00:47:30
1342;421210;recebedor de apostas (turfe);2025-09-30 00:47:30
1343;421305;cobrador externo;2025-09-30 00:47:30
1344;421310;cobrador interno;2025-09-30 00:47:30
1345;421315;localizador (cobrador);2025-09-30 00:47:30
1346;422105;recepcionista, em geral;2025-09-30 00:47:30
1347;422110;recepcionista de consultório médico ou dentário;2025-09-30 00:47:30
1348;422115;recepcionista de seguro saúde;2025-09-30 00:47:30
1349;422120;recepcionista de hotel;2025-09-30 00:47:30
1350;422125;recepcionista de banco;2025-09-30 00:47:30
1351;422130;concierge;2025-09-30 00:47:30
1352;422205;telefonista;2025-09-30 00:47:30
1353;422210;teleoperador;2025-09-30 00:47:30
1354;422220;operador de rádio-chamada;2025-09-30 00:47:30
1355;422305;operador de telemarketing ativo;2025-09-30 00:47:30
1356;422310;operador de telemarketing ativo e receptivo;2025-09-30 00:47:30
1357;422315;operador de telemarketing receptivo;2025-09-30 00:47:30
1358;422320;operador de telemarketing técnico;2025-09-30 00:47:30
1359;422330;teleatendente de emergência;2025-09-30 00:47:30
1360;422335;monitor de teleatendimento;2025-09-30 00:47:30
1361;423105;despachante documentalista;2025-09-30 00:47:30
1362;423110;despachante de trânsito;2025-09-30 00:47:30
1363;423115;vistoriador veicular;2025-09-30 00:47:30
1364;424105;entrevistador censitário e de pesquisas amostrais;2025-09-30 00:47:30
1365;424110;entrevistador de pesquisa de opinião e mídia;2025-09-30 00:47:30
1366;424115;entrevistador de pesquisas de mercado;2025-09-30 00:47:30
1367;424120;entrevistador de preços;2025-09-30 00:47:30
1368;424125;escriturário  em  estatística;2025-09-30 00:47:30
1369;424130;entrevistador social;2025-09-30 00:47:30
1370;424205;coordenador de provas (concurso, avaliação, exame);2025-09-30 00:47:30
1371;424210;aplicador de provas (concurso, avaliação,exame);2025-09-30 00:47:30
1372;510105;supervisor de transportes;2025-09-30 00:47:30
1373;510110;administrador de edifícios;2025-09-30 00:47:30
1374;510115;supervisor de andar;2025-09-30 00:47:30
1375;510120;chefe de portaria de hotel;2025-09-30 00:47:30
1376;510130;chefe de bar;2025-09-30 00:47:30
1377;510135;maître;2025-09-30 00:47:30
1378;510205;supervisor de lavanderia;2025-09-30 00:47:30
1379;510305;supervisor de bombeiros;2025-09-30 00:47:30
1380;510310;supervisor de vigilantes;2025-09-30 00:47:30
1381;511105;comissário de vôo;2025-09-30 00:47:30
1382;511110;comissário de trem;2025-09-30 00:47:30
1383;511115;taifeiro (exceto militares);2025-09-30 00:47:30
1384;511205;fiscal de transportes coletivos (exceto trem);2025-09-30 00:47:30
1385;511210;despachante de transportes coletivos (exceto trem);2025-09-30 00:47:30
1386;511215;cobrador de transportes coletivos (exceto trem);2025-09-30 00:47:30
