sk_ocupacao;cd_ocupacao;ds_ocupacao;dt_carga
1837;716505;assoalhador;2025-09-30 00:47:30
1838;716510;assentador de revestimentos cerâmicos;2025-09-30 00:47:30
1839;716515;pastilheiro;2025-09-30 00:47:30
1840;716520;lustrador de piso;2025-09-30 00:47:30
1841;716525;marmorista (construção);2025-09-30 00:47:30
1842;716530;mosaísta;2025-09-30 00:47:30
1843;716535;taqueiro;2025-09-30 00:47:30
1844;716540;rejuntador de revestimentos;2025-09-30 00:47:30
1845;716605;calafetador;2025-09-30 00:47:30
1846;716610;pintor de obras;2025-09-30 00:47:30
1847;716615;revestidor de interiores (papel, material plástico e emborrachados);2025-09-30 00:47:30
1848;717005;demolidor de edificações;2025-09-30 00:47:30
1849;717010;operador de martelete;2025-09-30 00:47:30
1850;717015;poceiro (edificações);2025-09-30 00:47:30
1851;717020;servente de obras;2025-09-30 00:47:30
1852;717025;vibradorista;2025-09-30 00:47:30
1853;720105;mestre (afiador de ferramentas);2025-09-30 00:47:30
1854;720110;mestre de caldeiraria;2025-09-30 00:47:30
1855;720115;mestre de ferramentaria;2025-09-30 00:47:30
1856;720120;mestre de forjaria;2025-09-30 00:47:30
1857;720125;mestre de fundição;2025-09-30 00:47:30
1858;720130;mestre de galvanoplastia;2025-09-30 00:47:30
1859;720135;mestre de pintura (tratamento de superfícies);2025-09-30 00:47:30
1860;720140;mestre de soldagem;2025-09-30 00:47:30
1861;720145;mestre de trefilação de metais;2025-09-30 00:47:30
1862;720150;mestre de usinagem;2025-09-30 00:47:30
1863;720155;mestre serralheiro;2025-09-30 00:47:30
1864;720160;supervisor de controle de tratamento térmico;2025-09-30 00:47:30
1865;720205;mestre (construção naval);2025-09-30 00:47:30
1866;720210;mestre (indústria de automotores e material de transportes);2025-09-30 00:47:30
1867;720215;mestre (indústria de máquinas e outros equipamentos mecânicos);2025-09-30 00:47:30
1868;720220;mestre de construção de fornos;2025-09-30 00:47:30
1869;721105;ferramenteiro;2025-09-30 00:47:30
1870;721110;ferramenteiro de mandris, calibradores e outros dispositivos;2025-09-30 00:47:30
1871;721115;modelador de metais (fundição);2025-09-30 00:47:30
1872;721205;operador de máquina de eletroerosão;2025-09-30 00:47:30
1873;721210;operador de máquinas operatrizes;2025-09-30 00:47:30
1874;721215;operador de máquinas-ferramenta convencionais;2025-09-30 00:47:30
1875;721220;operador de usinagem convencional por abrasão;2025-09-30 00:47:30
1876;721225;preparador de máquinas-ferramenta;2025-09-30 00:47:30
1877;721305;afiador de cardas;2025-09-30 00:47:30
1878;721310;afiador de cutelaria;2025-09-30 00:47:30
1879;721315;afiador de ferramentas;2025-09-30 00:47:30
1880;721320;afiador de serras;2025-09-30 00:47:30
1881;721325;polidor de metais;2025-09-30 00:47:30
1882;721405;operador de centro de usinagem com comando numérico;2025-09-30 00:47:30
1883;721410;operador de fresadora com comando numérico;2025-09-30 00:47:30
1884;721415;operador de mandriladora com comando numérico;2025-09-30 00:47:30
1885;721420;operador de máquina eletroerosão, à fio, com comando numérico;2025-09-30 00:47:30
1886;721425;operador de retificadora com comando numérico;2025-09-30 00:47:30
1887;721430;operador de torno com comando numérico;2025-09-30 00:47:30
1888;722105;forjador;2025-09-30 00:47:30
1889;722110;forjador a martelo;2025-09-30 00:47:30
1890;722115;forjador prensista;2025-09-30 00:47:30
1891;722205;fundidor de metais;2025-09-30 00:47:30
1892;722210;operador de lingotamento;2025-09-30 00:47:30
1893;722215;operador de acabamento de peças fundidas;2025-09-30 00:47:30
1894;722220;operador de máquina de fundição;2025-09-30 00:47:30
1895;722230;operador de vazamento;2025-09-30 00:47:30
1896;722235;preparador de panelas;2025-09-30 00:47:30
1897;722305;macheiro, a mão;2025-09-30 00:47:30
1898;722310;macheiro, a  máquina;2025-09-30 00:47:30
1899;722315;moldador, a  mão;2025-09-30 00:47:30
1900;722320;moldador, a  máquina;2025-09-30 00:47:30
1901;722325;operador de equipamentos de preparação de areia;2025-09-30 00:47:30
1902;722330;operador de máquina de moldar automatizada;2025-09-30 00:47:30
1903;722405;cableador;2025-09-30 00:47:30
1904;722410;estirador de tubos de metal sem costura;2025-09-30 00:47:30
1905;722415;trefilador de metais, à máquina;2025-09-30 00:47:30
1906;723105;cementador de metais;2025-09-30 00:47:30
1907;723110;normalizador de metais e de compósitos;2025-09-30 00:47:30
1908;723115;operador de equipamento para resfriamento;2025-09-30 00:47:30
1909;723120;operador de forno de tratamento térmico de metais;2025-09-30 00:47:30
1910;723125;temperador de metais e de compósitos;2025-09-30 00:47:30
1911;723205;decapador;2025-09-30 00:47:30
1912;723210;fosfatizador;2025-09-30 00:47:30
1913;723215;galvanizador;2025-09-30 00:47:30
1914;723220;metalizador a pistola;2025-09-30 00:47:30
1915;723225;metalizador (banho quente);2025-09-30 00:47:30
1916;723230;operador de máquina recobridora de arame;2025-09-30 00:47:30
1917;723235;operador de zincagem (processo eletrolítico);2025-09-30 00:47:30
1918;723240;oxidador;2025-09-30 00:47:30
1919;723305;operador de equipamento de secagem de pintura;2025-09-30 00:47:30
1920;723310;pintor a pincel e rolo (exceto obras e estruturas metálicas);2025-09-30 00:47:30
1921;723315;pintor de estruturas metálicas;2025-09-30 00:47:30
1922;723320;pintor de veículos (fabricação);2025-09-30 00:47:30
1923;723325;pintor por imersão;2025-09-30 00:47:30
1924;723330;pintor, a  pistola (exceto obras e estruturas metálicas);2025-09-30 00:47:30
1925;724105;assentador de canalização (edificações);2025-09-30 00:47:30
1926;724110;encanador;2025-09-30 00:47:30
1927;724115;instalador de tubulações;2025-09-30 00:47:30
1928;724120;instalador de tubulações (aeronaves);2025-09-30 00:47:30
1929;724125;instalador de tubulações (embarcações);2025-09-30 00:47:30
1930;724130;instalador de tubulações de gás combustível (produção e distribuição);2025-09-30 00:47:30
1931;724135;instalador de tubulações de vapor (produção e distribuição);2025-09-30 00:47:30
1932;724205;montador de estruturas metálicas;2025-09-30 00:47:30
1933;724210;montador de estruturas metálicas de embarcações;2025-09-30 00:47:30
1934;724215;rebitador a  martelo pneumático;2025-09-30 00:47:30
1935;724220;preparador de estruturas metálicas;2025-09-30 00:47:30
1936;724225;riscador de estruturas metálicas;2025-09-30 00:47:30
1937;724230;rebitador, a  mão;2025-09-30 00:47:30
1938;724305;brasador;2025-09-30 00:47:30
1939;724310;oxicortador a mão e a  máquina;2025-09-30 00:47:30
1940;724315;soldador;2025-09-30 00:47:30
1941;724320;soldador a  oxigás;2025-09-30 00:47:30
1942;724325;soldador elétrico;2025-09-30 00:47:30
1943;724405;caldeireiro (chapas de cobre);2025-09-30 00:47:30
1944;724410;caldeireiro (chapas de ferro e aço);2025-09-30 00:47:30
1945;724415;chapeador;2025-09-30 00:47:30
1946;724420;chapeador de carrocerias metálicas (fabricação);2025-09-30 00:47:30
1947;724425;chapeador naval;2025-09-30 00:47:30
1948;724430;chapeador de aeronaves;2025-09-30 00:47:30
1949;724435;funileiro industrial;2025-09-30 00:47:30
1950;724440;serralheiro;2025-09-30 00:47:30
1951;724505;operador de máquina de cilindrar chapas;2025-09-30 00:47:30
1952;724510;operador de máquina de dobrar chapas;2025-09-30 00:47:30
1953;724515;prensista (operador de prensa);2025-09-30 00:47:30
1954;724605;operador de laços de cabos de aço;2025-09-30 00:47:30
1955;724610;trançador de cabos de aço;2025-09-30 00:47:30
1956;725005;ajustador ferramenteiro;2025-09-30 00:47:30
1957;725010;ajustador mecânico;2025-09-30 00:47:30
1958;725015;ajustador mecânico (usinagem em bancada e em máquinas-ferramentas);2025-09-30 00:47:30
1959;725020;ajustador mecânico em bancada;2025-09-30 00:47:30
1960;725025;ajustador naval (reparo e construção);2025-09-30 00:47:30
1961;725030;operador de manutenção e recarga de extintor de incêndio;2025-09-30 00:47:30
1962;725105;montador de máquinas, motores e acessórios (montagem em série);2025-09-30 00:47:30
1963;725205;montador de máquinas;2025-09-30 00:47:30
1964;725210;montador de máquinas gráficas;2025-09-30 00:47:30
1965;725215;montador de máquinas operatrizes para madeira;2025-09-30 00:47:30
1966;725220;montador de máquinas têxteis;2025-09-30 00:47:30
1967;725225;montador de máquinas-ferramentas (usinagem de metais);2025-09-30 00:47:30
1968;725305;montador de equipamento de levantamento;2025-09-30 00:47:30
1969;725310;montador de máquinas agrícolas;2025-09-30 00:47:30
1970;725315;montador de máquinas de minas e pedreiras;2025-09-30 00:47:30
1971;725320;montador de máquinas de terraplenagem;2025-09-30 00:47:30
1972;725405;mecânico montador de motores de aeronaves;2025-09-30 00:47:30
1973;725410;mecânico montador de motores de embarcações;2025-09-30 00:47:30
1974;725415;mecânico montador de motores de explosão e diesel;2025-09-30 00:47:30
1975;725420;mecânico montador de turboalimentadores;2025-09-30 00:47:30
1976;725505;montador de veículos (linha de montagem);2025-09-30 00:47:30
1977;725510;operador de time de montagem;2025-09-30 00:47:30
1978;725605;montador de estruturas de aeronaves;2025-09-30 00:47:30
1979;725610;montador de sistemas de combustível de aeronaves;2025-09-30 00:47:30
1980;725705;mecânico de refrigeração;2025-09-30 00:47:30
1981;730105;supervisor de montagem e instalação eletroeletrônica;2025-09-30 00:47:30
1982;731105;montador de equipamentos eletrônicos (aparelhos médicos);2025-09-30 00:47:30
1983;731110;montador de equipamentos eletrônicos (computadores e equipamentos auxiliares);2025-09-30 00:47:30
1984;731115;montador de equipamentos elétricos (instrumentos de medição);2025-09-30 00:47:30
1985;731120;montador de equipamentos elétricos (aparelhos eletrodomésticos);2025-09-30 00:47:30
1986;731125;montador de equipamentos elétricos (centrais elétricas);2025-09-30 00:47:30
1987;731130;montador de equipamentos elétricos (motores e dínamos);2025-09-30 00:47:30
1988;731135;montador de equipamentos elétricos;2025-09-30 00:47:30
1989;731140;montador de equipamentos eletrônicos (instalações de sinalização);2025-09-30 00:47:30
1990;731145;montador de equipamentos eletrônicos (máquinas industriais);2025-09-30 00:47:30
1991;731150;montador de equipamentos eletrônicos;2025-09-30 00:47:30
1992;731155;montador de equipamentos elétricos (elevadores e equipamentos similares);2025-09-30 00:47:30
1993;731160;montador de equipamentos elétricos (transformadores);2025-09-30 00:47:30
1994;731165;bobinador eletricista, à mão;2025-09-30 00:47:30
1995;731170;bobinador eletricista, à máquina;2025-09-30 00:47:30
1996;731175;operador de linha de montagem (aparelhos elétricos);2025-09-30 00:47:30
1997;731180;operador de linha de montagem (aparelhos eletrônicos);2025-09-30 00:47:30
1998;731205;montador de equipamentos eletrônicos (estação de rádio, tv e equipamentos de radar);2025-09-30 00:47:30
1999;731305;instalador-reparador de equipamentos de comutação em telefonia;2025-09-30 00:47:30
2000;731310;instalador-reparador de equipamentos de energia em telefonia;2025-09-30 00:47:30
2001;731315;instalador-reparador de equipamentos de transmissão em telefonia;2025-09-30 00:47:30
2002;731320;instalador-reparador de linhas e aparelhos de telecomunicações;2025-09-30 00:47:30
2003;731325;instalador-reparador de redes e cabos telefônicos;2025-09-30 00:47:30
2004;731330;reparador de aparelhos de telecomunicações em laboratório;2025-09-30 00:47:30
2005;732105;eletricista de manutenção de linhas elétricas, telefônicas e de comunicação de dados;2025-09-30 00:47:30
2006;732110;emendador de cabos elétricos e telefônicos (aéreos e subterrâneos);2025-09-30 00:47:30
2007;732115;examinador de cabos, linhas elétricas e telefônicas;2025-09-30 00:47:30
2008;732120;instalador de linhas elétricas de alta e baixa - tensão (rede aérea e subterrânea);2025-09-30 00:47:30
2009;732125;instalador eletricista (tração de veículos);2025-09-30 00:47:30
2010;732130;instalador-reparador de redes telefônicas e de comunicação de dados;2025-09-30 00:47:30
2011;732135;ligador de linhas telefônicas;2025-09-30 00:47:30
2012;732140;instalador de sistemas fotovoltaicos;2025-09-30 00:47:30
2013;740105;supervisor da mecânica de precisão;2025-09-30 00:47:30
2014;740110;supervisor de fabricação de instrumentos musicais;2025-09-30 00:47:30
2015;741105;ajustador de instrumentos de precisão;2025-09-30 00:47:30
2016;741110;montador de instrumentos de óptica;2025-09-30 00:47:30
2017;741115;montador de instrumentos de precisão;2025-09-30 00:47:30
2018;741120;relojoeiro (fabricação);2025-09-30 00:47:30
2019;741125;relojoeiro (reparação);2025-09-30 00:47:30
2020;742105;afinador de instrumentos musicais;2025-09-30 00:47:30
2021;742110;confeccionador de acordeão;2025-09-30 00:47:30
2022;742115;confeccionador de instrumentos de corda;2025-09-30 00:47:30
2023;742120;confeccionador de instrumentos de percussão (pele, couro ou plástico);2025-09-30 00:47:30
2024;742125;confeccionador de instrumentos de sopro (madeira);2025-09-30 00:47:30
2025;742130;confeccionador de instrumentos de sopro (metal);2025-09-30 00:47:30
2026;742135;confeccionador de órgão;2025-09-30 00:47:30
2027;742140;confeccionador de piano;2025-09-30 00:47:30
2028;750105;supervisor de joalheria;2025-09-30 00:47:30
2029;750205;supervisor da indústria de minerais não metálicos (exceto os derivados de petróleo e carvão);2025-09-30 00:47:30
2030;751005;engastador (jóias);2025-09-30 00:47:30
2031;751010;joalheiro;2025-09-30 00:47:30
2032;751015;joalheiro (reparações);2025-09-30 00:47:30
2033;751020;lapidador (jóias);2025-09-30 00:47:30
2034;751105;bate-folha a  máquina;2025-09-30 00:47:30
2035;751110;fundidor (joalheria e ourivesaria);2025-09-30 00:47:30
2036;751115;gravador (joalheria e ourivesaria);2025-09-30 00:47:30
2037;751120;laminador de metais preciosos a  mão;2025-09-30 00:47:30
2038;751125;ourives;2025-09-30 00:47:30
2039;751130;trefilador (joalheria e ourivesaria);2025-09-30 00:47:30
2040;752105;artesão modelador (vidros);2025-09-30 00:47:30
2041;752110;moldador (vidros);2025-09-30 00:47:30
2042;752115;soprador de vidro;2025-09-30 00:47:30
2043;752120;transformador de tubos de vidro;2025-09-30 00:47:30
2044;752205;aplicador serigráfico em vidros;2025-09-30 00:47:30
2045;752210;cortador de vidro;2025-09-30 00:47:30
2046;752215;gravador de vidro a  água-forte;2025-09-30 00:47:30
2047;752220;gravador de vidro a  esmeril;2025-09-30 00:47:30
2048;752225;gravador de vidro a  jato de areia;2025-09-30 00:47:30
2049;752230;lapidador de vidros e cristais;2025-09-30 00:47:30
2050;752235;surfassagista;2025-09-30 00:47:30
2051;752305;ceramista;2025-09-30 00:47:30
2052;752310;ceramista (torno de pedal e motor);2025-09-30 00:47:30
2053;752315;ceramista (torno semi-automático);2025-09-30 00:47:30
2054;752320;ceramista modelador;2025-09-30 00:47:30
2055;752325;ceramista moldador;2025-09-30 00:47:30
2056;752330;ceramista prensador;2025-09-30 00:47:30
2057;752405;decorador de cerâmica;2025-09-30 00:47:30
2058;752410;decorador de vidro;2025-09-30 00:47:30
2059;752415;decorador de vidro à pincel;2025-09-30 00:47:30
2060;752420;operador de esmaltadeira;2025-09-30 00:47:30
2061;752425;operador de espelhamento;2025-09-30 00:47:30
2062;752430;pintor de cerâmica, a  pincel;2025-09-30 00:47:30
2063;760105;contramestre de acabamento (indústria têxtil);2025-09-30 00:47:30
2064;760110;contramestre de fiação (indústria têxtil);2025-09-30 00:47:30
2065;760115;contramestre de malharia (indústria têxtil);2025-09-30 00:47:30
2066;760120;contramestre de tecelagem (indústria têxtil);2025-09-30 00:47:30
2067;760125;mestre (indústria têxtil e de confecções);2025-09-30 00:47:30
2068;760205;supervisor de curtimento;2025-09-30 00:47:30
2069;760305;encarregado de corte na confecção do vestuário;2025-09-30 00:47:30
2070;760310;encarregado de costura na confecção do vestuário;2025-09-30 00:47:30
2071;760405;supervisor  (indústria de calçados e artefatos de couro);2025-09-30 00:47:30
2072;760505;supervisor da confecção de artefatos de tecidos, couros e afins;2025-09-30 00:47:30
2073;760605;supervisor das artes gráficas  (indústria editorial e gráfica);2025-09-30 00:47:30
2074;761005;operador polivalente da indústria têxtil;2025-09-30 00:47:30
2075;761105;classificador de fibras têxteis;2025-09-30 00:47:30
2076;761110;lavador de lã;2025-09-30 00:47:30
2077;761205;operador de abertura (fiação);2025-09-30 00:47:30
2078;761210;operador de binadeira;2025-09-30 00:47:30
2079;761215;operador de bobinadeira;2025-09-30 00:47:30
2080;761220;operador de cardas;2025-09-30 00:47:30
2081;761225;operador de conicaleira;2025-09-30 00:47:30
2082;761230;operador de filatório;2025-09-30 00:47:30
2083;761235;operador de laminadeira e reunideira;2025-09-30 00:47:30
2084;761240;operador de maçaroqueira;2025-09-30 00:47:30
2085;761245;operador de open-end;2025-09-30 00:47:30
2086;761250;operador de passador (fiação);2025-09-30 00:47:30
2087;761255;operador de penteadeira;2025-09-30 00:47:30
2088;761260;operador de retorcedeira;2025-09-30 00:47:30
2089;761303;tecelão (redes);2025-09-30 00:47:30
2090;761306;tecelão (rendas e bordados);2025-09-30 00:47:30
2091;761309;tecelão (tear automático);2025-09-30 00:47:30
2092;761312;tecelão (tear jacquard);2025-09-30 00:47:30
2093;761315;tecelão (tear mecânico de maquineta);2025-09-30 00:47:30
2094;761318;tecelão (tear mecânico de xadrez);2025-09-30 00:47:30
2095;761321;tecelão (tear mecânico liso);2025-09-30 00:47:30
2096;761324;tecelão (tear mecânico, exceto jacquard);2025-09-30 00:47:30
2097;761327;tecelão de malhas, a  máquina;2025-09-30 00:47:30
2098;761330;tecelão de malhas (máquina circular);2025-09-30 00:47:30
2099;761333;tecelão de malhas (máquina retilínea);2025-09-30 00:47:30
2100;761336;tecelão de meias, a  máquina;2025-09-30 00:47:30
2101;761339;tecelão de meias (máquina circular);2025-09-30 00:47:30
2102;761342;tecelão de meias (máquina retilínea);2025-09-30 00:47:30
2103;761345;tecelão de tapetes, a  máquina;2025-09-30 00:47:30
2104;761348;operador de engomadeira de urdume;2025-09-30 00:47:30
2105;761351;operador de espuladeira;2025-09-30 00:47:30
2106;761354;operador de máquina de cordoalha;2025-09-30 00:47:30
2107;761357;operador de urdideira;2025-09-30 00:47:30
2108;761360;passamaneiro a  máquina;2025-09-30 00:47:30
2109;761363;remetedor de fios;2025-09-30 00:47:30
2110;761366;picotador de cartões jacquard;2025-09-30 00:47:30
2111;761405;alvejador (tecidos);2025-09-30 00:47:30
2112;761410;estampador de tecido;2025-09-30 00:47:30
2113;761415;operador de calandras (tecidos);2025-09-30 00:47:30
2114;761420;operador de chamuscadeira de tecidos;2025-09-30 00:47:30
2115;761425;operador de impermeabilizador de tecidos;2025-09-30 00:47:30
2116;761430;operador de máquina de lavar fios e tecidos;2025-09-30 00:47:30
2117;761435;operador de rameuse;2025-09-30 00:47:30
2118;761805;inspetor de estamparia (produção têxtil);2025-09-30 00:47:30
2119;761810;revisor de fios (produção têxtil);2025-09-30 00:47:30
2120;761815;revisor de tecidos acabados;2025-09-30 00:47:30
2121;761820;revisor de tecidos crus;2025-09-30 00:47:30
2122;762005;trabalhador polivalente do curtimento de couros e peles;2025-09-30 00:47:30
2123;762105;classificador de peles;2025-09-30 00:47:30
2124;762110;descarnador de couros e peles, à maquina;2025-09-30 00:47:30
2125;762115;estirador de couros e peles (preparação);2025-09-30 00:47:30
2126;762120;fuloneiro;2025-09-30 00:47:30
2127;762125;rachador de couros e peles;2025-09-30 00:47:30
2128;762205;curtidor (couros e peles);2025-09-30 00:47:30
2129;762210;classificador de couros;2025-09-30 00:47:30
2130;762215;enxugador de couros;2025-09-30 00:47:30
2131;762220;rebaixador de couros;2025-09-30 00:47:30
2132;762305;estirador de couros e peles (acabamento);2025-09-30 00:47:30
2133;762310;fuloneiro no acabamento de couros e peles;2025-09-30 00:47:30
2134;762315;lixador de couros e peles;2025-09-30 00:47:30
2135;762320;matizador de couros e peles;2025-09-30 00:47:30
2136;762325;operador de máquinas do acabamento de couros e peles;2025-09-30 00:47:30
2137;762330;prensador de couros e peles;2025-09-30 00:47:30
2138;762335;palecionador de couros e peles;2025-09-30 00:47:30
2139;762340;preparador de couros curtidos;2025-09-30 00:47:30
2140;762345;vaqueador de couros e peles;2025-09-30 00:47:30
2141;763005;alfaiate;2025-09-30 00:47:30
2142;763010;costureira de peças sob encomenda;2025-09-30 00:47:30
2143;763015;costureira de reparação de roupas;2025-09-30 00:47:30
2144;763020;costureiro de roupa de couro e pele;2025-09-30 00:47:30
2145;763105;auxiliar de corte (preparação da confecção de roupas);2025-09-30 00:47:30
2146;763110;cortador de roupas;2025-09-30 00:47:30
2147;763115;enfestador de roupas;2025-09-30 00:47:30
2148;763120;riscador de roupas;2025-09-30 00:47:30
2149;763125;ajudante de confecção;2025-09-30 00:47:30
2150;763205;costureiro de roupas de couro e pele, a  máquina na  confecção em série;2025-09-30 00:47:30
2151;763210;costureiro na confecção em série;2025-09-30 00:47:30
2152;763215;costureiro, a  máquina  na confecção em série;2025-09-30 00:47:30
2153;763305;arrematadeira;2025-09-30 00:47:30
2154;763310;bordador, à máquina;2025-09-30 00:47:30
2155;763315;marcador de peças confeccionadas para bordar;2025-09-30 00:47:30
2156;763320;operador de máquina de costura de acabamento;2025-09-30 00:47:30
2157;763325;passadeira de peças confeccionadas;2025-09-30 00:47:30
2158;764005;trabalhador polivalente da confecção de calçados;2025-09-30 00:47:30
2159;764105;cortador de calçados, a  máquina (exceto solas e palmilhas);2025-09-30 00:47:30
2160;764110;cortador de solas e palmilhas, a  máquina;2025-09-30 00:47:30
2161;764115;preparador de calçados;2025-09-30 00:47:30
2162;764120;preparador de solas e palmilhas;2025-09-30 00:47:30
2163;764205;costurador de calçados, a  máquina;2025-09-30 00:47:30
2164;764210;montador de calçados;2025-09-30 00:47:30
2165;764305;acabador de calçados;2025-09-30 00:47:30
2166;765005;confeccionador de artefatos de couro (exceto sapatos);2025-09-30 00:47:30
2167;765010;chapeleiro de senhoras;2025-09-30 00:47:30
2168;765015;boneleiro;2025-09-30 00:47:30
2169;765105;cortador de artefatos de couro (exceto roupas e calçados);2025-09-30 00:47:30
2170;765110;cortador de tapeçaria;2025-09-30 00:47:30
2171;765205;colchoeiro (confecção de colchões);2025-09-30 00:47:30
2172;765215;confeccionador de brinquedos de pano;2025-09-30 00:47:30
2173;765225;confeccionador de velas náuticas, barracas e toldos;2025-09-30 00:47:30
2174;765230;estofador de aviões;2025-09-30 00:47:30
2175;765235;estofador de móveis;2025-09-30 00:47:30
2176;765240;tapeceiro de autos;2025-09-30 00:47:30
2177;765310;costurador de artefatos de couro, a  máquina (exceto roupas e calçados);2025-09-30 00:47:30
2178;765315;montador de artefatos de couro (exceto roupas e calçados);2025-09-30 00:47:30
2179;765405;trabalhador do acabamento de artefatos de tecidos e couros;2025-09-30 00:47:30
2180;766105;copiador de chapa;2025-09-30 00:47:30
2181;766115;gravador de matriz para flexografia (clicherista);2025-09-30 00:47:30
2182;766120;editor de texto e imagem;2025-09-30 00:47:30
2183;766125;montador de fotolito (analógico e digital);2025-09-30 00:47:30
2184;766130;gravador de matriz para rotogravura (eletromecânico e químico);2025-09-30 00:47:30
2185;766135;gravador de matriz calcográfica;2025-09-30 00:47:30
2186;766140;gravador de matriz serigráfica;2025-09-30 00:47:30
2187;766145;operador de sistemas de prova (analógico e digital);2025-09-30 00:47:30
2188;766150;operador de processo de tratamento de imagem;2025-09-30 00:47:30
2189;766155;programador visual gráfico;2025-09-30 00:47:30
2190;766205;impressor (serigrafia);2025-09-30 00:47:30
2191;766210;impressor calcográfico;2025-09-30 00:47:30
2192;766215;impressor de ofsete (plano e rotativo);2025-09-30 00:47:30
2193;766220;impressor de rotativa;2025-09-30 00:47:30
2194;766225;impressor de rotogravura;2025-09-30 00:47:30
2195;766230;impressor digital;2025-09-30 00:47:30
2196;766235;impressor flexográfico;2025-09-30 00:47:30
2197;766240;impressor letterset;2025-09-30 00:47:30
2198;766245;impressor tampográfico;2025-09-30 00:47:30
2199;766250;impressor tipográfico;2025-09-30 00:47:30
2200;766305;acabador de embalagens (flexíveis e cartotécnicas);2025-09-30 00:47:30
2201;766310;impressor de corte e vinco;2025-09-30 00:47:30
2202;766315;operador de acabamento (indústria gráfica);2025-09-30 00:47:30
2203;766320;operador de guilhotina (corte de papel);2025-09-30 00:47:30
2204;766325;preparador de matrizes de corte e vinco;2025-09-30 00:47:30
2205;766405;laboratorista fotográfico;2025-09-30 00:47:30
2206;766410;revelador de filmes fotográficos, em preto e branco;2025-09-30 00:47:30
2207;766415;revelador de filmes fotográficos, em cores;2025-09-30 00:47:30
2208;766420;auxiliar de radiologia (revelação fotográfica);2025-09-30 00:47:30
2209;768105;tecelão (tear manual);2025-09-30 00:47:30
2210;768110;tecelão de tapetes, a  mão;2025-09-30 00:47:30
2211;768115;tricoteiro, à mão;2025-09-30 00:47:30
2212;768120;redeiro;2025-09-30 00:47:30
2213;768125;chapeleiro (chapéus de palha);2025-09-30 00:47:30
2214;768130;crocheteiro, a  mão;2025-09-30 00:47:30
2215;768205;bordador, a  mão;2025-09-30 00:47:30
2216;768210;cerzidor;2025-09-30 00:47:30
2217;768305;artífice do couro;2025-09-30 00:47:30
2218;768310;cortador de calçados, a  mão (exceto solas);2025-09-30 00:47:30
2219;768315;costurador de artefatos de couro, a  mão (exceto roupas e calçados);2025-09-30 00:47:30
2220;768320;sapateiro (calçados sob medida);2025-09-30 00:47:30
2221;768325;seleiro;2025-09-30 00:47:30
2222;768605;tipógrafo;2025-09-30 00:47:30
2223;768610;linotipista;2025-09-30 00:47:30
2224;768615;monotipista;2025-09-30 00:47:30
2225;768620;paginador;2025-09-30 00:47:30
2226;768625;pintor de letreiros;2025-09-30 00:47:30
2227;768630;confeccionador de carimbos de borracha;2025-09-30 00:47:30
2228;768705;gravador, à mão (encadernação);2025-09-30 00:47:30
2229;768710;restaurador de livros;2025-09-30 00:47:30
2230;770105;mestre (indústria de madeira e mobiliário);2025-09-30 00:47:30
2231;770110;mestre carpinteiro;2025-09-30 00:47:30
2232;771105;marceneiro;2025-09-30 00:47:30
2233;771110;modelador de madeira;2025-09-30 00:47:30
2234;771115;maquetista na marcenaria;2025-09-30 00:47:30
2235;771120;tanoeiro;2025-09-30 00:47:30
2236;772105;classificador de madeira;2025-09-30 00:47:30
2237;772110;impregnador de madeira;2025-09-30 00:47:30
2238;772115;secador de madeira;2025-09-30 00:47:30
2239;773105;cortador de laminados de madeira;2025-09-30 00:47:30
2240;773110;operador de serras no desdobramento de madeira;2025-09-30 00:47:30
2241;773115;serrador de bordas no desdobramento de madeira;2025-09-30 00:47:30
2242;773120;serrador de madeira;2025-09-30 00:47:30
2243;773125;serrador de madeira (serra circular múltipla);2025-09-30 00:47:30
2244;773130;serrador de madeira (serra de fita múltipla);2025-09-30 00:47:30
2245;773205;operador de máquina intercaladora de placas (compensados);2025-09-30 00:47:30
2246;773210;prensista de aglomerados;2025-09-30 00:47:30
2247;773215;prensista de compensados;2025-09-30 00:47:30
2248;773220;preparador de aglomerantes;2025-09-30 00:47:30
2249;773305;operador de desempenadeira na usinagem convencional de madeira;2025-09-30 00:47:30
2250;773310;operador de entalhadeira (usinagem de madeira);2025-09-30 00:47:30
2251;773315;operador de fresadora (usinagem de madeira);2025-09-30 00:47:30
2252;773320;operador de lixadeira (usinagem de madeira);2025-09-30 00:47:30
2253;773325;operador de máquina de usinagem madeira, em geral;2025-09-30 00:47:30
2254;773330;operador de molduradora (usinagem de madeira);2025-09-30 00:47:30
2255;773335;operador de plaina desengrossadeira;2025-09-30 00:47:30
2256;773340;operador de serras (usinagem de madeira);2025-09-30 00:47:30
2257;773345;operador de torno automático (usinagem de madeira);2025-09-30 00:47:30
2258;773350;operador de tupia (usinagem de madeira);2025-09-30 00:47:30
2259;773355;torneiro na usinagem convencional de madeira;2025-09-30 00:47:30
2260;773405;operador de máquina bordatriz;2025-09-30 00:47:30
2261;773410;operador de máquina de cortina d´água (produção de móveis);2025-09-30 00:47:30
2262;773415;operador de máquina de usinagem de madeira (produção em série);2025-09-30 00:47:30
2263;773420;operador de prensa de alta freqüência na usinagem de madeira;2025-09-30 00:47:30
2264;773505;operador de centro de usinagem de madeira (cnc);2025-09-30 00:47:30
